"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Eric Bird","PHI","2015","M","$60,000","$60,000","2015-09-15"
"","Ramiro Corrales","SJE","2013","M","$60,000","$60,000","2013-05-01"
"","Joao Plata","RSL","2013","F","$60,000","$60,000","2013-05-01"
"","José Erick Correa","CHV","2013","F","$60,000","$60,000","2013-05-01"
"","Josh Gardner","SKC","2013","M","$60,000","$60,000","2013-05-01"
"","Marcos Sánchez","DCU","2013","M","$60,000","$60,000","2013-05-01"
"","Brandon Bye","NER","2019","D","$59,950","$63,245","2019-09-13"
"","Ken Krolicki","MTL","2019","M","$59,950","$59,950","2019-09-13"
"","Brandon Bye","NER","2019","D","$59,950","$63,245","2019-06-01"
"","Ken Krolicki","MTL","2019","M","$59,950","$59,950","2019-06-01"
"","Jack Elliott","PHI","2018","D","$59,630","$59,630","2018-05-01"
"","Jack Elliott","PHI","2018","D","$59,630","$59,630","2018-09-15"
"","Connor Lade","NYRB","2014","D","$57,750","$61,963","2014-04-01"
"","Connor Lade","NYRB","2014","D","$57,750","$61,963","2014-09-15"
"","Michael Thomas","TOR","2013","M","$57,750","$60,713","2013-08-01"
"","Michael Thomas","TOR","2013","M","$57,750","$60,713","2013-09-15"
"","Michael Thomas","SKC","2013","M","$57,750","$60,713","2013-05-01"
"","Bright Dike","POR","2013","F","$57,750","$60,688","2013-08-01"
"","Bright Dike","TOR","2013","F","$57,750","$60,688","2013-09-15"
"","Bright Dike","POR","2013","F","$57,750","$60,688","2013-05-01"
"","Mike Fucito","SJE","2014","M","$57,750","$60,640","2014-04-01"
"","Mike Fucito","SJE","2014","M","$57,750","$60,640","2014-09-15"
"","Sinisa Ubiparipovic","MTL","2013","M","$57,750","$57,750","2013-08-01"
"","Sinisa Ubiparipovic","MTL","2013","M","$57,750","$57,750","2013-09-15"
"","Sinisa Ubiparipovic","MTL","2013","M","$57,750","$57,750","2013-05-01"
"","A.J. Cochran","HOU","2014","D","$57,500","$73,500","2014-04-01"
"","A.J. Cochran","HOU","2014","D","$57,500","$73,500","2014-09-15"
"","Eric Miller","MTL","2014","M","$57,500","$68,500","2014-04-01"
"","Damion Lowe","SEA","2014","D","$57,500","$68,500","2014-04-01"
"","Eric Miller","MTL","2014","M","$57,500","$68,500","2014-09-15"
"","Damion Lowe","SEA","2014","D","$57,500","$68,500","2014-09-15"
"","Ben Mines","NYRB","2019","M","$57,229","$63,243","2019-09-13"
"","Ben Mines","NYRB","2019","M","$57,229","$63,243","2019-06-01"
"","Cade Cowell","SJE","2019","F","$57,225","$67,225","2019-06-01"
"","Cade Cowell","SJE","2019","F","$57,225","$67,225","2019-09-13"
"","David Norman","VAN","2019","M","$57,225","$58,225","2019-06-01"
"","David Norman","VAN","2019","M","$57,225","$58,225","2019-09-13"
"","Luis Argudo","CLB","2019","M","$57,225","$57,225","2019-06-01"
"","Carter Manley","MIN","2019","D","$57,225","$57,225","2019-06-01"
"","Handwalla Bwana","SEA","2019","M","$57,225","$57,225","2019-06-01"
"","Alex Roldan","SEA","2019","M","$57,225","$57,225","2019-06-01"
"","Niki Jackson","COL","2019","F","$57,225","$57,225","2019-06-01"
"","Elliot Collier","CHI","2019","M","$57,225","$57,225","2019-06-01"
"","Kyle Duncan","NYRB","2019","D","$57,225","$57,225","2019-06-01"
"","Wyatt Omsberg","MIN","2019","D","$57,225","$57,225","2019-06-01"
"","Matthew Real","PHI","2019","D","$57,225","$57,225","2019-06-01"
"","Julian Dunn","TOR","2019","D","$57,225","$57,225","2019-06-01"
"","Aidan Daniels","TOR","2019","M","$57,225","$57,225","2019-06-01"
"","Foster Langsdorf","POR","2019","F","$57,225","$57,225","2019-06-01"
"","Kevin Partida","SJE","2019","M","$57,225","$57,225","2019-06-01"
"","Graham Smith","SKC","2019","D","$57,225","$57,225","2019-06-01"
"","Brian White","NYRB","2019","F","$57,225","$57,225","2019-06-01"
"","Paul Marie","SJE","2019","D","$57,225","$57,225","2019-06-01"
"","Luis Argudo","CLB","2019","M","$57,225","$57,225","2019-09-13"
"","Carter Manley","MIN","2019","D","$57,225","$57,225","2019-09-13"
"","Handwalla Bwana","SEA","2019","M","$57,225","$57,225","2019-09-13"
"","Alex Roldan","SEA","2019","M","$57,225","$57,225","2019-09-13"
"","Niki Jackson","COL","2019","F","$57,225","$57,225","2019-09-13"
"","Elliot Collier","CHI","2019","M","$57,225","$57,225","2019-09-13"
"","Wyatt Omsberg","MIN","2019","D","$57,225","$57,225","2019-09-13"
"","Matthew Real","PHI","2019","D","$57,225","$57,225","2019-09-13"
"","Julian Dunn","TOR","2019","D","$57,225","$57,225","2019-09-13"
"","Aidan Daniels","TOR","2019","M","$57,225","$57,225","2019-09-13"
"","Foster Langsdorf","POR","2019","F","$57,225","$57,225","2019-09-13"
"","Kevin Partida","SJE","2019","M","$57,225","$57,225","2019-09-13"
"","Graham Smith","SKC","2019","D","$57,225","$57,225","2019-09-13"
"","Brian White","NYRB","2019","F","$57,225","$57,225","2019-09-13"
"","Paul Marie","SJE","2019","D","$57,225","$57,225","2019-09-13"
"","Thomas Meilleur-Giguere","MTL","2019","D","$57,120","$60,245","2019-06-01"
"","Thomas Meilleur-Giguere","MTL","2019","D","$57,120","$60,245","2019-09-13"
"","Casey Townsend","DCU","2013","F","$56,650","$91,650","2013-08-01"
"","Casey Townsend","DCU","2013","F","$56,650","$91,650","2013-09-15"
"","Casey Townsend","DCU","2013","F","$56,650","$91,650","2013-05-01"
"","Justin Meram","CLB","2013","F","$56,320","$80,695","2013-08-01"
"","Justin Meram","CLB","2013","F","$56,320","$80,695","2013-09-15"
"","Justin Meram","CLB","2013","F","$56,320","$80,695","2013-05-01"
"","Ayo Akinola","TOR","2019","F","$56,256","$124,256","2019-06-01"
"","Ayo Akinola","TOR","2019","F","$56,256","$124,256","2019-09-13"
"","Patrick Okonkwo","ATL","2019","F","$56,256","$67,256","2019-06-01"
"","Patrick Okonkwo","ATL","2019","F","$56,256","$67,256","2019-09-13"
"","Danny Leyva","SEA","2019","D","$56,250","$89,872","2019-09-13"
"","Danny Leyva","SEA","2019","D","$56,250","$89,872","2019-06-01"
"","Alfonso Ocampo-Chavez","SEA","2019","F","$56,250","$85,750","2019-06-01"
"","Alfonso Ocampo-Chavez","SEA","2019","F","$56,250","$85,750","2019-09-13"
"","Michael Baldisimo","VAN","2019","D","$56,250","$83,013","2019-06-01"
"","Michael Baldisimo","VAN","2019","D","$56,250","$83,013","2019-09-13"
"","Simon Colyn","VAN","2019","M","$56,250","$81,250","2019-06-01"
"","Simon Colyn","VAN","2019","M","$56,250","$81,250","2019-09-13"
"","Sebastian Anderson","COL","2019","D","$56,250","$80,917","2019-06-01"
"","Sebastian Anderson","COL","2019","D","$56,250","$80,917","2019-09-13"
"","Joe Scally","NYC","2019","D","$56,250","$78,067","2019-06-01"
"","Joe Scally","NYC","2019","D","$56,250","$78,067","2019-09-13"
"","Gedion Zelalem","SKC","2019","M","$56,250","$77,917","2019-06-01"
"","Gedion Zelalem","SKC","2019","M","$56,250","$77,917","2019-09-13"
"","Erik McCue","HOU","2019","D","$56,250","$76,250","2019-06-01"
"","Theo Bair","VAN","2019","F","$56,250","$76,250","2019-06-01"
"","Erik McCue","HOU","2019","D","$56,250","$76,250","2019-09-13"
"","Theo Bair","VAN","2019","F","$56,250","$76,250","2019-09-13"
"","Shane O'Neill","COL","2014","M","$56,250","$67,750","2014-04-01"
"","Shane O'Neill","COL","2014","M","$56,250","$67,750","2014-09-15"
"","Julian Vazquez","RSL","2019","F","$56,250","$66,250","2019-06-01"
"","Julian Vazquez","RSL","2019","F","$56,250","$66,250","2019-09-13"
"","Andre Reynolds","CHI","2019","D","$56,250","$64,250","2019-06-01"
"","Andre Reynolds","CHI","2019","D","$56,250","$64,250","2019-09-13"
"","Jacob Shaffelburg","TOR","2019","M","$56,250","$62,750","2019-09-13"
"","Abdul Rwatubyaye","COL","2019","D","$56,250","$62,625","2019-06-01"
"","Abdul Rwatubyaye","COL","2019","D","$56,250","$62,625","2019-09-13"
"","Karifa Yao","MTL","2019","D","$56,250","$60,466","2019-09-13"
"","Daniel Kinumbe","MTL","2019","D","$56,250","$60,166","2019-06-01"
"","Daniel Kinumbe","MTL","2019","D","$56,250","$60,166","2019-09-13"
"","Rashawn Dally","CIN","2019","F","$56,250","$59,659","2019-06-01"
"","Rashawn Dally","CIN","2019","F","$56,250","$59,659","2019-09-13"
"","Logan Gdula","CIN","2019","D","$56,250","$59,575","2019-06-01"
"","Logan Gdula","CIN","2019","D","$56,250","$59,575","2019-09-13"
"","Richie Laryea","TOR","2019","D","$56,250","$56,250","2019-06-01"
"","Niko Hämäläinen","LAFC","2019","D","$56,250","$56,250","2019-06-01"
"","Dion Pereira","ATL","2019","M","$56,250","$56,250","2019-06-01"
"","Chris Odoi-Atsem","DCU","2019","D","$56,250","$56,250","2019-06-01"
"","Lamar Batista","LAFC","2019","D","$56,250","$56,250","2019-06-01"
"","Anderson Asiedu","ATL","2019","M","$56,250","$56,250","2019-06-01"
"","Abdi Mohamed","NYC","2019","D","$56,250","$56,250","2019-06-01"
"","Kamal Miller","ORL","2019","D","$56,250","$56,250","2019-06-01"
"","Sean Nealis","NYRB","2019","D","$56,250","$56,250","2019-06-01"
"","DeJuan Jones","NER","2019","M","$56,250","$56,250","2019-06-01"
"","Hassani Dotson","MIN","2019","M","$56,250","$56,250","2019-06-01"
"","Chase Gasper","MIN","2019","D","$56,250","$56,250","2019-06-01"
"","Sam Junqua","HOU","2019","D","$56,250","$56,250","2019-06-01"
"","Adrien Pérez","LAFC","2019","F","$56,250","$56,250","2019-06-01"
"","Ally Ng'Anzi","MIN","2019","M","$56,250","$56,250","2019-06-01"
"","Javier Pérez","LAFC","2019","M","$56,250","$56,250","2019-06-01"
"","Luis Arriaga","RSL","2019","M","$56,250","$56,250","2019-06-01"
"","Jeremiah Gutjahr","CHI","2019","M","$56,250","$56,250","2019-06-01"
"","Amar Sejdic","MTL","2019","M","$56,250","$56,250","2019-06-01"
"","Diedie Traore","LAG","2019","D","$56,250","$56,250","2019-06-01"
"","Tom Barlow","NYRB","2019","F","$56,250","$56,250","2019-06-01"
"","Michee Ngalina","PHI","2019","M","$56,250","$56,250","2019-06-01"
"","Brendan McDonough","VAN","2019","D","$56,250","$56,250","2019-06-01"
"","Justin Haak","NYC","2019","M","$56,250","$56,250","2019-06-01"
"","Tommy McCabe","CIN","2019","D","$56,250","$56,250","2019-06-01"
"","Marvin Loría","POR","2019","M","$56,250","$56,250","2019-06-01"
"","Richie Laryea","TOR","2019","D","$56,250","$56,250","2019-09-13"
"","Luiz Fernando Nascimento","ATL","2019","F","$56,250","$56,250","2019-09-13"
"","Dion Pereira","ATL","2019","M","$56,250","$56,250","2019-09-13"
"","Chris Odoi-Atsem","DCU","2019","D","$56,250","$56,250","2019-09-13"
"","Lamar Batista","LAFC","2019","D","$56,250","$56,250","2019-09-13"
"","Abdi Mohamed","NYC","2019","D","$56,250","$56,250","2019-09-13"
"","Kamal Miller","ORL","2019","D","$56,250","$56,250","2019-09-13"
"","Sean Nealis","NYRB","2019","D","$56,250","$56,250","2019-09-13"
"","DeJuan Jones","NER","2019","M","$56,250","$56,250","2019-09-13"
"","Hassani Dotson","MIN","2019","M","$56,250","$56,250","2019-09-13"
"","Chase Gasper","MIN","2019","D","$56,250","$56,250","2019-09-13"
"","Sam Junqua","HOU","2019","D","$56,250","$56,250","2019-09-13"
"","Adrien Pérez","LAFC","2019","F","$56,250","$56,250","2019-09-13"
"","Ally Ng'Anzi","MIN","2019","M","$56,250","$56,250","2019-09-13"
"","Javier Pérez","LAFC","2019","M","$56,250","$56,250","2019-09-13"
"","Luis Arriaga","RSL","2019","M","$56,250","$56,250","2019-09-13"
"","Jeremiah Gutjahr","CHI","2019","M","$56,250","$56,250","2019-09-13"
"","Amar Sejdic","MTL","2019","M","$56,250","$56,250","2019-09-13"
"","Diedie Traore","LAG","2019","D","$56,250","$56,250","2019-09-13"
"","Tom Barlow","NYRB","2019","F","$56,250","$56,250","2019-09-13"
"","Michee Ngalina","PHI","2019","M","$56,250","$56,250","2019-09-13"
"","Brendan McDonough","VAN","2019","D","$56,250","$56,250","2019-09-13"
"","Justin Haak","NYC","2019","M","$56,250","$56,250","2019-09-13"
"","Tommy McCabe","CIN","2019","D","$56,250","$56,250","2019-09-13"
"","Marvin Loría","POR","2019","M","$56,250","$56,250","2019-09-13"
"","Rece Buckmaster","NYRB","2019","D","$56,250","$56,250","2019-09-13"
"","Chris Cadden","CLB","2019","M","$56,250","$56,250","2019-09-13"
"","Felipe Hernandez","SKC","2019","M","$56,250","$56,250","2019-09-13"
"","Douglas Martínez","RSL","2019","F","$56,250","$56,250","2019-09-13"
"","Georges Mukumbilwa","VAN","2019","D","$56,250","$56,250","2019-09-13"
"","Noble Okello","TOR","2019","D","$56,245","$68,060","2019-06-01"
"","Noble Okello","TOR","2019","M","$56,245","$68,060","2019-09-13"
"","Charlie Ward","HOU","2018","M","$55,654","$55,654","2018-05-01"
"","Memo Rodríguez","HOU","2018","M","$55,654","$55,654","2018-05-01"
"","Kyle Fisher","MTL","2018","D","$55,654","$55,654","2018-05-01"
"","Raheem Edwards","MTL","2018","F","$55,654","$55,654","2018-05-01"
"","Amer Didic","SKC","2018","D","$55,654","$55,654","2018-05-01"
"","Connor Maloney","CLB","2018","D","$55,654","$55,654","2018-05-01"
"","Jordy Delem","SEA","2018","M","$55,654","$55,654","2018-05-01"
"","Marcus Epps","PHI","2018","M","$55,654","$55,654","2018-05-01"
"","Kwame Awuah","NYC","2018","D","$55,654","$55,654","2018-05-01"
"","Colton Storm","SKC","2018","D","$55,654","$55,654","2018-05-01"
"","Andrew Wheeler-Omiunu","ATL","2018","M","$55,654","$55,654","2018-05-01"
"","Memo Rodríguez","HOU","2018","M","$55,654","$55,654","2018-09-15"
"","Kyle Fisher","MTL","2018","D","$55,654","$55,654","2018-09-15"
"","Raheem Edwards","CHI","2018","F","$55,654","$55,654","2018-09-15"
"","Amer Didic","SKC","2018","D","$55,654","$55,654","2018-09-15"
"","Connor Maloney","CLB","2018","D","$55,654","$55,654","2018-09-15"
"","Marcus Epps","PHI","2018","M","$55,654","$55,654","2018-09-15"
"","Kwame Awuah","NYC","2018","D","$55,654","$55,654","2018-09-15"
"","Colton Storm","SKC","2018","D","$55,654","$55,654","2018-09-15"
"","Andrew Wheeler-Omiunu","ATL","2018","M","$55,654","$55,654","2018-09-15"
"","Henry Wingo","SEA","2018","D","$55,650","$55,650","2018-05-01"
"","Seyi Adekoya","SEA","2018","F","$55,650","$55,650","2018-05-01"
"","Henry Wingo","SEA","2018","D","$55,650","$55,650","2018-09-15"
"","Tyler Freeman","SKC","2018","F","$55,200","$67,700","2018-09-15"
"","Mike Chabala","HOU","2013","M","$55,008","$57,508","2013-08-01"
"","Mike Chabala","HOU","2013","M","$55,008","$57,508","2013-09-15"
"","Mike Chabala","HOU","2013","M","$55,008","$57,508","2013-05-01"
"","Danny O'Rourke","POR","2014","D","$55,008","$55,008","2014-09-15"
"","Steven Birnbaum","DCU","2014","D","$55,000","$85,000","2014-04-01"
"","Steven Birnbaum","DCU","2014","D","$55,000","$85,000","2014-09-15"
"","Kekuta Manneh","VAN","2013","F","$55,000","$84,500","2013-08-01"
"","Kekuta Manneh","VAN","2013","F","$55,000","$84,500","2013-09-15"
"","Kekuta Manneh","VAN","2013","F","$55,000","$84,500","2013-05-01"
"","Kellyn Acosta","FCD","2014","M","$55,000","$79,000","2014-04-01"
"","Kellyn Acosta","FCD","2014","M","$55,000","$79,000","2014-09-15"
"","Danny Garcia","FCD","2014","M","$55,000","$71,000","2014-04-01"
"","Danny Garcia","FCD","2014","M","$55,000","$71,000","2014-09-15"
"","Collin Martin","DCU","2014","M","$55,000","$69,167","2014-04-01"
"","Collin Martin","DCU","2014","M","$55,000","$69,167","2014-09-15"
"","Jalen Robinson","DCU","2014","D","$55,000","$67,000","2014-04-01"
"","Jalen Robinson","DCU","2014","D","$55,000","$67,000","2014-09-15"
"","Andrew Wiedeman","TOR","2013","F","$55,000","$65,000","2013-08-01"
"","Andrew Wiedeman","TOR","2013","F","$55,000","$65,000","2013-09-15"
"","Andrew Wiedeman","TOR","2013","F","$55,000","$65,000","2013-05-01"
"","Caleb Calvert","CHV","2014","F","$55,000","$62,500","2014-04-01"
"","Caleb Calvert","CHV","2014","F","$55,000","$62,500","2014-09-15"
"","Connor Lade","NYRB","2013","D","$55,000","$59,213","2013-08-01"
"","Connor Lade","NYRB","2013","D","$55,000","$59,213","2013-09-15"
"","Connor Lade","NYRB","2013","D","$55,000","$59,213","2013-05-01"
"","Mike Fucito","SJE","2013","M","$55,000","$57,890","2013-08-01"
"","Mike Fucito","SJE","2013","M","$55,000","$57,890","2013-09-15"
"","Shaun Francis","SJE","2014","D","$55,000","$57,890","2014-04-01"
"","Shaun Francis","SJE","2014","D","$55,000","$57,890","2014-09-15"
"","Mike Fucito","SJE","2013","M","$55,000","$57,890","2013-05-01"
"","Kwame Watson-Siriboe","RSL","2014","D","$55,000","$56,667","2014-04-01"
"","Kwame Watson-Siriboe","NYC","2014","D","$55,000","$56,667","2014-09-15"
"","Luke Mulholland","RSL","2014","M","$55,000","$56,250","2014-04-01"
"","Luke Mulholland","RSL","2014","M","$55,000","$56,250","2014-09-15"
"","Ayo Akinola","TOR","2018","F","$54,504","$140,504","2018-05-01"
"","Ayo Akinola","TOR","2018","F","$54,504","$140,504","2018-09-15"
"","Jaylin Lindsey","SKC","2018","D","$54,504","$67,504","2018-05-01"
"","Jaylin Lindsey","SKC","2018","D","$54,504","$67,504","2018-09-15"
"","Patrick Okonkwo","ATL","2018","F","$54,504","$65,504","2018-05-01"
"","Patrick Okonkwo","ATL","2018","F","$54,504","$65,504","2018-09-15"
"","Roberto Domínguez","VAN","2018","D","$54,504","$61,466","2018-09-15"
"","Ben Mines","NYRB","2018","M","$54,504","$60,518","2018-05-01"
"","Ben Mines","NYRB","2018","M","$54,504","$60,518","2018-09-15"
"","Hassan Ndam","NYRB","2018","D","$54,504","$54,504","2018-05-01"
"","Pierre Da Silva","ORL","2018","M","$54,504","$54,504","2018-05-01"
"","Corey Baird","RSL","2018","F","$54,504","$54,504","2018-05-01"
"","Hassan Ndam","NYRB","2018","D","$54,504","$54,504","2018-09-15"
"","Pierre Da Silva","ORL","2018","M","$54,504","$54,504","2018-09-15"
"","Corey Baird","RSL","2018","F","$54,504","$54,504","2018-09-15"
"","Michael Baldisimo","VAN","2018","M","$54,500","$116,472","2018-09-15"
"","Joe Scally","NYC","2018","D","$54,500","$76,317","2018-05-01"
"","Joe Scally","NYC","2018","D","$54,500","$76,317","2018-09-15"
"","James Sands","NYC","2018","D","$54,500","$75,333","2018-05-01"
"","James Sands","NYC","2018","D","$54,500","$75,333","2018-09-15"
"","Mark McKenzie","PHI","2018","D","$54,500","$64,500","2018-05-01"
"","Mark McKenzie","PHI","2018","D","$54,500","$64,500","2018-09-15"
"","Chris Odoi-Atsem","DCU","2018","D","$54,500","$59,500","2018-05-01"
"","Chris Odoi-Atsem","DCU","2018","D","$54,500","$59,500","2018-09-15"
"","Mathieu Choinière","MTL","2018","M","$54,500","$59,441","2018-09-15"
"","Lagos Kunga","ATL","2018","M","$54,500","$58,500","2018-05-01"
"","Lagos Kunga","ATL","2018","M","$54,500","$58,500","2018-09-15"
"","Brandon Bye","NER","2018","D","$54,500","$57,761","2018-05-01"
"","Mark Segbers","NER","2018","D","$54,500","$57,761","2018-05-01"
"","Brandon Bye","NER","2018","D","$54,500","$57,761","2018-09-15"
"","Mark Segbers","NER","2018","D","$54,500","$57,761","2018-09-15"
"","Kevin Politz","NYRB","2018","D","$54,500","$57,106","2018-05-01"
"","Kevin Politz","NYRB","2018","D","$54,500","$57,106","2018-09-15"
"","Jacob Akanyirige","SJE","2018","D","$54,500","$56,500","2018-05-01"
"","Jacob Akanyirige","SJE","2018","D","$54,500","$56,500","2018-09-15"
"","Shaft Brewer","LAFC","2018","M","$54,500","$56,167","2018-05-01"
"","Shaft Brewer","LAFC","2018","M","$54,500","$56,167","2018-09-15"
"","David Norman","VAN","2018","M","$54,500","$55,500","2018-05-01"
"","David Norman","VAN","2018","M","$54,500","$55,500","2018-09-15"
"","Deybi Flores","VAN","2018","M","$54,500","$54,500","2018-05-01"
"","Marco Bustos","VAN","2018","M","$54,500","$54,500","2018-05-01"
"","Myer Bevan","VAN","2018","F","$54,500","$54,500","2018-05-01"
"","Oliver Shannon","ATL","2018","M","$54,500","$54,500","2018-05-01"
"","Justin Fiddes","VAN","2018","D","$54,500","$54,500","2018-05-01"
"","Matt Lewis","SKC","2018","D","$54,500","$54,500","2018-05-01"
"","Luis Argudo","CLB","2018","M","$54,500","$54,500","2018-05-01"
"","Carter Manley","MIN","2018","D","$54,500","$54,500","2018-05-01"
"","Handwalla Bwana","SEA","2018","M","$54,500","$54,500","2018-05-01"
"","Alex Roldan","SEA","2018","M","$54,500","$54,500","2018-05-01"
"","Ken Krolicki","MTL","2018","M","$54,500","$54,500","2018-05-01"
"","Nicolas Samayoa","NER","2018","D","$54,500","$54,500","2018-05-01"
"","Niki Jackson","COL","2018","F","$54,500","$54,500","2018-05-01"
"","Elliot Collier","CHI","2018","F","$54,500","$54,500","2018-05-01"
"","Kyle Duncan","NYRB","2018","D","$54,500","$54,500","2018-05-01"
"","Wyatt Omsberg","MIN","2018","D","$54,500","$54,500","2018-05-01"
"","Diego Campos","CHI","2018","M","$54,500","$54,500","2018-05-01"
"","Matthew Real","PHI","2018","D","$54,500","$54,500","2018-05-01"
"","Danny Musovski","SJE","2018","F","$54,500","$54,500","2018-05-01"
"","Julian Dunn","TOR","2018","D","$54,500","$54,500","2018-05-01"
"","Aidan Daniels","TOR","2018","M","$54,500","$54,500","2018-05-01"
"","Mariano Miño","TOR","2018","M","$54,500","$54,500","2018-05-01"
"","Mohamed Thiaw","SJE","2018","F","$54,500","$54,500","2018-05-01"
"","Jordan Cano","FCD","2018","D","$54,500","$54,500","2018-05-01"
"","Foster Langsdorf","POR","2018","F","$54,500","$54,500","2018-05-01"
"","Modou Jadama","POR","2018","D","$54,500","$54,500","2018-05-01"
"","Graham Smith","SKC","2018","D","$54,500","$54,500","2018-05-01"
"","Steeve Saint-Duc","LAFC","2018","F","$54,500","$54,500","2018-05-01"
"","Paul Marie","SJE","2018","D","$54,500","$54,500","2018-05-01"
"","Conor Donovan","HOU","2018","D","$54,500","$54,500","2018-09-15"
"","Myer Bevan","VAN","2018","F","$54,500","$54,500","2018-09-15"
"","Oliver Shannon","ATL","2018","M","$54,500","$54,500","2018-09-15"
"","Luis Argudo","CLB","2018","M","$54,500","$54,500","2018-09-15"
"","Carter Manley","MIN","2018","D","$54,500","$54,500","2018-09-15"
"","Handwalla Bwana","SEA","2018","M","$54,500","$54,500","2018-09-15"
"","Alex Roldan","SEA","2018","M","$54,500","$54,500","2018-09-15"
"","Ken Krolicki","MTL","2018","M","$54,500","$54,500","2018-09-15"
"","Nicolas Samayoa","NER","2018","D","$54,500","$54,500","2018-09-15"
"","Niki Jackson","COL","2018","F","$54,500","$54,500","2018-09-15"
"","Elliot Collier","CHI","2018","F","$54,500","$54,500","2018-09-15"
"","Kyle Duncan","NYRB","2018","D","$54,500","$54,500","2018-09-15"
"","Wyatt Omsberg","MIN","2018","D","$54,500","$54,500","2018-09-15"
"","Diego Campos","CHI","2018","M","$54,500","$54,500","2018-09-15"
"","Matthew Real","PHI","2018","D","$54,500","$54,500","2018-09-15"
"","Danny Musovski","SJE","2018","F","$54,500","$54,500","2018-09-15"
"","Ryan Telfer","TOR","2018","M","$54,500","$54,500","2018-09-15"
"","Julian Dunn","TOR","2018","D","$54,500","$54,500","2018-09-15"
"","Aidan Daniels","TOR","2018","M","$54,500","$54,500","2018-09-15"
"","Ethan Kutler","NYRB","2018","D","$54,500","$54,500","2018-09-15"
"","Mohamed Thiaw","SJE","2018","F","$54,500","$54,500","2018-09-15"
"","Felix Chenkam","SEA","2018","F","$54,500","$54,500","2018-09-15"
"","Jordan Cano","FCD","2018","D","$54,500","$54,500","2018-09-15"
"","Foster Langsdorf","POR","2018","F","$54,500","$54,500","2018-09-15"
"","Modou Jadama","POR","2018","D","$54,500","$54,500","2018-09-15"
"","Kevin Partida","SJE","2018","M","$54,500","$54,500","2018-09-15"
"","Graham Smith","SKC","2018","D","$54,500","$54,500","2018-09-15"
"","Brian White","NYRB","2018","F","$54,500","$54,500","2018-09-15"
"","Steeve Saint-Duc","LAFC","2018","F","$54,500","$54,500","2018-09-15"
"","Daniel Bedoya","NYC","2018","M","$54,500","$54,500","2018-09-15"
"","Paul Marie","SJE","2018","D","$54,500","$54,500","2018-09-15"
"","Thomas Meilleur-Giguere","MTL","2018","D","$54,500","$57,625","2018-05-01"
"","Thomas Meilleur-Giguere","MTL","2018","D","$54,500","$57,625","2018-09-15"
"","Bryan Reynolds","FCD","2018","F","$54,500","$56,500","2018-05-01"
"","Bryan Reynolds","FCD","2018","F","$54,500","$56,500","2018-09-15"
"","Louis Béland-Goyette","MTL","2018","M","$54,500","$55,750","2018-05-01"
"","Louis Béland-Goyette","MTL","2018","M","$54,500","$55,750","2018-09-15"
"","Nouhou Tolo","SEA","2018","D","$54,500","$54,500","2018-05-01"
"","Jesús Ferreira","FCD","2018","F","$54,500","$54,500","2018-05-01"
"","Nouhou Tolo","SEA","2018","D","$54,500","$54,500","2018-09-15"
"","Jesús Ferreira","FCD","2018","F","$54,500","$54,500","2018-09-15"
"","Simon Colyn","VAN","2018","M","$54,500","$60,750","2018-05-01"
"","Simon Colyn","VAN","2018","M","$54,500","$60,750","2018-09-15"
"","Victor Arboleda","POR","2018","F","$54,500","$54,500","2018-09-15"
"","Josh Pérez","LAFC","2018","F","$54,500","$54,500","2018-09-15"
"","Christopher Wehan","SJE","2018","M","$54,492","$57,992","2018-05-01"
"","Christopher Wehan","SJE","2018","M","$54,492","$57,992","2018-09-15"
"","Antoine Hoppenot","PHI","2014","F","$54,450","$54,450","2014-04-01"
"","Antoine Hoppenot","PHI","2014","F","$54,450","$54,450","2014-09-15"
"","Ariel Lassiter","LAG","2017","F","$54,075","$54,075","2017-04-15"
"","Marshall Hollingsworth","CLB","2017","M","$54,075","$54,075","2017-04-15"
"","Tsubasa Endoh","TOR","2017","F","$54,075","$54,075","2017-04-15"
"","Joey Calistri","CHI","2017","M","$54,075","$54,075","2017-04-15"
"","Kip Colvey","SJE","2017","D","$54,075","$54,075","2017-04-15"
"","Michael Salazar","MTL","2017","F","$54,075","$54,075","2017-04-15"
"","Tony Alfaro","SEA","2017","D","$54,075","$54,075","2017-04-15"
"","Cole Seiler","VAN","2017","D","$54,075","$54,075","2017-04-15"
"","Femi Hollinger-Janzen","NER","2017","F","$54,075","$54,075","2017-04-15"
"","Aarón Guillén","FCD","2017","D","$54,075","$54,075","2017-04-15"
"","Shannon Gomez","NYC","2017","D","$54,075","$54,075","2017-04-15"
"","Dennis Castillo","COL","2017","D","$54,075","$54,075","2017-04-15"
"","Justin Bilyeu","NYRB","2017","D","$54,075","$54,075","2017-04-15"
"","David Choinière","MTL","2017","M","$54,075","$54,075","2017-04-15"
"","Ariel Lassiter","LAG","2017","F","$54,075","$54,075","2017-09-15"
"","Marshall Hollingsworth","CLB","2017","M","$54,075","$54,075","2017-09-15"
"","Tsubasa Endoh","TOR","2017","F","$54,075","$54,075","2017-09-15"
"","Joey Calistri","CHI","2017","M","$54,075","$54,075","2017-09-15"
"","Kip Colvey","SJE","2017","D","$54,075","$54,075","2017-09-15"
"","Michael Salazar","MTL","2017","F","$54,075","$54,075","2017-09-15"
"","Tony Alfaro","SEA","2017","D","$54,075","$54,075","2017-09-15"
